GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A009GRA3	ftsB	involved_in	GO:0043093	FtsZ-dependent cytokinesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098149	1310608	UniProt		P
UniProtKB	A0A009GRA3	ftsB	involved_in	GO:0043093	FtsZ-dependent cytokinesis	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002444753	1310608	TreeGrafter		P
UniProtKB	A0A009GRA3	ftsB	involved_in	GO:0051301	cell division	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0132	1310608	UniProt		P
UniProtKB	A0A009GRA3	ftsB	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0997|UniProtKB-KW:KW-1003	1310608	UniProt		C
UniProtKB	A0A009GRA3	ftsB	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0037	1310608	UniProt		C
UniProtKB	A0A009GRA3	ftsB	located_in	GO:0005886	plasma membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098149	1310608	UniProt		C
UniProtKB	A0A009GRA3	ftsB	located_in	GO:0030428	cell septum	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002444753	1310608	TreeGrafter		C
UniProtKB	A0A009GRA3	ftsB	located_in	GO:0032153	cell division site	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098149	1310608	UniProt		C
UniProtKB	A0A009GRG9	J507_3687	enables	GO:0003677	DNA binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002163336	1310608	TreeGrafter		F
UniProtKB	A0A009GRG9	J507_3687	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010985|InterPro:IPR013321	1310608	InterPro		P
UniProtKB	A0A009GRG9	J507_3687	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002163336	1310608	TreeGrafter		P
UniProtKB	A0A009GRH3	uca	enables	GO:0004485	methylcrotonoyl-CoA carboxylase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000429797	1310608	TreeGrafter		F
UniProtKB	A0A009GRH3	uca	enables	GO:0004847	urea carboxylase activity	ECO:0000501	IEA	GO_REF:0000003	EC:6.3.4.6	1310608	UniProt		F
UniProtKB	A0A009GRH3	uca	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005479|InterPro:IPR011761	1310608	InterPro		F
UniProtKB	A0A009GRH3	uca	enables	GO:0005524	ATP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	1310608	UniProt		F
UniProtKB	A0A009GRH3	uca	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000414645	1310608	UniProt		F
UniProtKB	A0A009GRH3	uca	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GRH3	uca	enables	GO:0016874	ligase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0436	1310608	UniProt		F
UniProtKB	A0A009GRH3	uca	enables	GO:0046872	metal ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011761	1310608	InterPro		F
UniProtKB	A0A009GRH9	J507_3697	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000620	1310608	InterPro		C
UniProtKB	A0A009GRH9	J507_3697	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GRH9	J507_3697	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	1310608	UniProt		C
UniProtKB	A0A009GRI6	J507_3972	enables	GO:0003896	DNA primase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768037	1310608	TreeGrafter		F
UniProtKB	A0A009GRI6	J507_3972	involved_in	GO:0006269	DNA replication, synthesis of primer	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768037	1310608	TreeGrafter		P
UniProtKB	A0A009GRI6	J507_3972	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000768037	1310608	TreeGrafter		C
UniProtKB	A0A009GRN3	J507_3963	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GRR5	J507_3655	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001647	1310608	InterPro		F
UniProtKB	A0A009GRR5	J507_3655	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GRR5	J507_3655	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000414560	1310608	UniProt		F
UniProtKB	A0A009GRR5	J507_3655	involved_in	GO:0009889	regulation of biosynthetic process	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00028089	1310608	UniProt		P
UniProtKB	A0A009GRR5	J507_3655	involved_in	GO:0080090	regulation of primary metabolic process	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00026284	1310608	UniProt		P
UniProtKB	A0A009GRS3	J507_3947	enables	GO:0004803	transposase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		F
UniProtKB	A0A009GRS3	J507_3947	involved_in	GO:0032196	transposition	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		P
UniProtKB	A0A009GRS3	J507_3947	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		C
UniProtKB	A0A009GRS8	J507_3660	enables	GO:0004497	monooxygenase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0503	1310608	UniProt		F
UniProtKB	A0A009GRT1	J507_3665	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	1310608	InterPro		F
UniProtKB	A0A009GRT1	J507_3665	involved_in	GO:0015074	DNA integration	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001584	1310608	InterPro		P
UniProtKB	A0A009GRT6	J507_3675	enables	GO:0043957	acryloyl-CoA reductase (NADPH) activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000191187	1310608	TreeGrafter		F
UniProtKB	A0A009GRW8	J507_3930	enables	GO:0004803	transposase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		F
UniProtKB	A0A009GRW8	J507_3930	involved_in	GO:0032196	transposition	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		P
UniProtKB	A0A009GRW8	J507_3930	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007472921	1310608	TreeGrafter		C
UniProtKB	A0A009GRX3	J507_3935	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GRY3	J507_3945	involved_in	GO:0009236	cobalamin biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006538	1310608	InterPro		P
UniProtKB	A0A009GS13	J507_3630	enables	GO:0000976	transcription cis-regulatory region binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738672	1310608	TreeGrafter		F
UniProtKB	A0A009GS13	J507_3630	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001647	1310608	InterPro		F
UniProtKB	A0A009GS13	J507_3630	enables	GO:0003677	DNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0238	1310608	UniProt		F
UniProtKB	A0A009GS13	J507_3630	enables	GO:0003677	DNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000414560	1310608	UniProt		F
UniProtKB	A0A009GS13	J507_3630	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738672	1310608	TreeGrafter		F
UniProtKB	A0A009GS13	J507_3630	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN004738672	1310608	TreeGrafter		P
UniProtKB	A0A009GS17	J507_3635	enables	GO:0022857	transmembrane transporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005829|InterPro:IPR011701|InterPro:IPR020846	1310608	InterPro		F
UniProtKB	A0A009GS17	J507_3635	involved_in	GO:0055085	transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005829|InterPro:IPR011701	1310608	InterPro		P
UniProtKB	A0A009GS17	J507_3635	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005829	1310608	InterPro		C
UniProtKB	A0A009GS17	J507_3635	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GS17	J507_3635	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	1310608	UniProt		C
UniProtKB	A0A009GS20	J507_3640	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GS20	J507_3640	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		P
UniProtKB	A0A009GS20	J507_3640	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000764738	1310608	TreeGrafter		P
UniProtKB	A0A009GS38	J507_3918	enables	GO:0019172	glyoxalase III activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008733047	1310608	TreeGrafter		F
UniProtKB	A0A009GS38	J507_3918	involved_in	GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008733047	1310608	TreeGrafter		P
UniProtKB	A0A009GS38	J507_3918	involved_in	GO:0019249	lactate biosynthetic process	ECO:0000366	IEA	GO_REF:0000108	GO:0019172	1310608	GOC		P
UniProtKB	A0A009GS38	J507_3918	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008733047	1310608	TreeGrafter		C
UniProtKB	A0A009GS43	J507_3923	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GS43	J507_3923	enables	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011251|InterPro:IPR036661	1310608	InterPro		F
UniProtKB	A0A009GS43	J507_3923	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002409842	1310608	TreeGrafter		C
UniProtKB	A0A009GS49	pgaA	enables	GO:1901515	poly-beta-1,6-N-acetyl-D-glucosamine transmembrane transporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR023870	1310608	InterPro		F
UniProtKB	A0A009GS49	pgaA	involved_in	GO:0055085	transmembrane transport	ECO:0000366	IEA	GO_REF:0000108	GO:1901515	1310608	GOC		P
UniProtKB	A0A009GS98	J507_3908	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036663	1310608	InterPro		F
UniProtKB	A0A009GS98	J507_3908	enables	GO:0016787	hydrolase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	1310608	UniProt		F
UniProtKB	A0A009GSA6	catM	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GSA6	catM	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001576272	1310608	TreeGrafter		F
UniProtKB	A0A009GSA6	catM	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		P
UniProtKB	A0A009GSA6	catM	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001576272	1310608	TreeGrafter		P
UniProtKB	A0A009GSA6	catM	part_of	GO:0032993	protein-DNA complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN001576272	1310608	TreeGrafter		C
UniProtKB	A0A009GSB0	J507_3594	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GSJ3	J507_3897	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000620	1310608	InterPro		C
UniProtKB	A0A009GSJ3	J507_3897	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GSQ6	J507_3875	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		F
UniProtKB	A0A009GSQ6	J507_3875	enables	GO:0043565	sequence-specific DNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		F
UniProtKB	A0A009GSQ6	J507_3875	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018060	1310608	InterPro		P
UniProtKB	A0A009GSQ9	J507_3880	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GSQ9	J507_3880	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017692	1310608	TreeGrafter		F
UniProtKB	A0A009GSQ9	J507_3880	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847|InterPro:IPR037410	1310608	InterPro		P
UniProtKB	A0A009GSQ9	J507_3880	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017692	1310608	TreeGrafter		P
UniProtKB	A0A009GSQ9	J507_3880	part_of	GO:0032993	protein-DNA complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002017692	1310608	TreeGrafter		C
UniProtKB	A0A009GSR3	J507_3560	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		F
UniProtKB	A0A009GSR3	J507_3560	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002021967	1310608	TreeGrafter		F
UniProtKB	A0A009GSR3	J507_3560	enables	GO:0043565	sequence-specific DNA binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002021967	1310608	TreeGrafter		F
UniProtKB	A0A009GSR3	J507_3560	involved_in	GO:0006351	DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002021967	1310608	TreeGrafter		P
UniProtKB	A0A009GSR3	J507_3560	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000847	1310608	InterPro		P
UniProtKB	A0A009GSR8	J507_3891	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	1310608	InterPro		F
UniProtKB	A0A009GSR8	J507_3891	enables	GO:0004803	transposase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002475128	1310608	TreeGrafter		F
UniProtKB	A0A009GSR8	J507_3891	involved_in	GO:0006310	DNA recombination	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0233	1310608	UniProt		P
UniProtKB	A0A009GSR8	J507_3891	involved_in	GO:0015074	DNA integration	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001584	1310608	InterPro		P
UniProtKB	A0A009GSR8	J507_3891	involved_in	GO:0032196	transposition	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002475128	1310608	TreeGrafter		P
UniProtKB	A0A009GSR8	J507_3891	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002475128	1310608	TreeGrafter		C
UniProtKB	A0A009GST3	J507_3575	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020904	1310608	InterPro		F
UniProtKB	A0A009GST9	J507_3580	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002432031	1310608	TreeGrafter		F
UniProtKB	A0A009GST9	J507_3580	involved_in	GO:0006355	regulation of DNA-templated transcription	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002432031	1310608	TreeGrafter		P
UniProtKB	A0A009GST9	J507_3580	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002432031	1310608	TreeGrafter		C
UniProtKB	A0A009GSX9	J507_3864	enables	GO:0015473	fimbrial usher porin activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000015	1310608	InterPro		F
UniProtKB	A0A009GSX9	J507_3864	enables	GO:0015473	fimbrial usher porin activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007825641	1310608	TreeGrafter		F
UniProtKB	A0A009GSX9	J507_3864	involved_in	GO:0009297	pilus assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000015	1310608	InterPro		P
UniProtKB	A0A009GSX9	J507_3864	involved_in	GO:0009297	pilus assembly	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007825641	1310608	TreeGrafter		P
UniProtKB	A0A009GSX9	J507_3864	involved_in	GO:0055085	transmembrane transport	ECO:0000366	IEA	GO_REF:0000108	GO:0015473	1310608	GOC		P
UniProtKB	A0A009GSX9	J507_3864	located_in	GO:0009279	cell outer membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0998	1310608	UniProt		C
UniProtKB	A0A009GSX9	J507_3864	located_in	GO:0009279	cell outer membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0040	1310608	UniProt		C
UniProtKB	A0A009GSX9	J507_3864	located_in	GO:0009279	cell outer membrane	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN007825641	1310608	TreeGrafter		C
UniProtKB	A0A009GSX9	J507_3864	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000015	1310608	InterPro		C
UniProtKB	A0A009GSY4	J507_3869	enables	GO:0004096	catalase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011614	1310608	InterPro		F
UniProtKB	A0A009GSY4	J507_3869	enables	GO:0020037	heme binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011614|InterPro:IPR020835	1310608	InterPro		F
UniProtKB	A0A009GSY4	J507_3869	involved_in	GO:0098869	cellular oxidant detoxification	ECO:0000366	IEA	GO_REF:0000108	GO:0004096	1310608	GOC		P
UniProtKB	A0A009GT47	J507_3523	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GT49	J507_3844	enables	GO:0008320	protein transmembrane transporter activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002160792	1310608	TreeGrafter		F
UniProtKB	A0A009GT49	J507_3844	involved_in	GO:0046819	protein secretion by the type V secretion system	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002160792	1310608	TreeGrafter		P
UniProtKB	A0A009GT49	J507_3844	located_in	GO:0009279	cell outer membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0998	1310608	UniProt		C
UniProtKB	A0A009GT49	J507_3844	part_of	GO:0098046	type V protein secretion system complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002160792	1310608	TreeGrafter		C
UniProtKB	A0A009GT53	hflX	enables	GO:0003924	GTPase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100324	1310608	UniProt		F
UniProtKB	A0A009GT53	hflX	enables	GO:0005525	GTP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006073|InterPro:IPR016496|InterPro:IPR030394	1310608	InterPro		F
UniProtKB	A0A009GT53	hflX	enables	GO:0005525	GTP binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0342	1310608	UniProt		F
UniProtKB	A0A009GT53	hflX	enables	GO:0005525	GTP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100324	1310608	UniProt		F
UniProtKB	A0A009GT53	hflX	enables	GO:0043022	ribosome binding	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000027637	1310608	TreeGrafter		F
UniProtKB	A0A009GT53	hflX	enables	GO:0046872	metal ion binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	1310608	UniProt		F
UniProtKB	A0A009GT53	hflX	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GT53	hflX	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GT53	hflX	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100324	1310608	UniProt		C
UniProtKB	A0A009GT53	hflX	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000027637	1310608	TreeGrafter		C
UniProtKB	A0A009GT55	J507_3849	enables	GO:0016491	oxidoreductase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	1310608	UniProt		F
UniProtKB	A0A009GT55	J507_3849	enables	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016163	1310608	InterPro		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011530|InterPro:IPR020596|InterPro:IPR020598	1310608	InterPro		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000413377	1310608	UniProt		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000198002	1310608	TreeGrafter		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0003723	RNA binding	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0694	1310608	UniProt		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000413377	1310608	UniProt		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0008168	methyltransferase activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0052908	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.1.1.182	1310608	UniProt		F
UniProtKB	A0A009GT59	rsmA	enables	GO:0052908	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	ECO:0007322	IEA	GO_REF:0000116	RHEA:19609	1310608	RHEA		F
UniProtKB	A0A009GT59	rsmA	involved_in	GO:0000154	rRNA modification	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020596|InterPro:IPR020598	1310608	InterPro		P
UniProtKB	A0A009GT59	rsmA	involved_in	GO:0006364	rRNA processing	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0698	1310608	UniProt		P
UniProtKB	A0A009GT59	rsmA	involved_in	GO:0031167	rRNA methylation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000413377	1310608	UniProt		P
UniProtKB	A0A009GT59	rsmA	involved_in	GO:0031167	rRNA methylation	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000198002	1310608	TreeGrafter		P
UniProtKB	A0A009GT59	rsmA	involved_in	GO:0032259	methylation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0489	1310608	UniProt		P
UniProtKB	A0A009GT59	rsmA	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	1310608	UniProt		C
UniProtKB	A0A009GT59	rsmA	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	1310608	UniProt		C
UniProtKB	A0A009GT59	rsmA	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000098205	1310608	UniProt		C
UniProtKB	A0A009GT59	rsmA	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN000198002	1310608	TreeGrafter		C
UniProtKB	A0A009GT62	J507_3854	enables	GO:0016491	oxidoreductase activity	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008782919	1310608	TreeGrafter		F
UniProtKB	A0A009GT62	J507_3854	located_in	GO:0005737	cytoplasm	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN008782919	1310608	TreeGrafter		C
UniProtKB	A0A009GT65	J507_3538	involved_in	GO:0045732	positive regulation of protein catabolic process	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002206199	1310608	TreeGrafter		P
UniProtKB	A0A009GT65	J507_3538	located_in	GO:0005829	cytosol	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002206199	1310608	TreeGrafter		C
UniProtKB	A0A009GT65	J507_3538	located_in	GO:0005840	ribosome	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002206199	1310608	TreeGrafter		C
UniProtKB	A0A009GT77	J507_3548	involved_in	GO:0006629	lipid metabolic process	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	1310608	UniProt		P
UniProtKB	A0A009GT83	J507_3553	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	1310608	UniProt		C
UniProtKB	A0A009GTC6	J507_3445	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR036397	1310608	InterPro		F
UniProtKB	A0A009GTC6	J507_3445	involved_in	GO:0015074	DNA integration	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001584	1310608	InterPro		P
